ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194044869,apartment,250,133,2,1,10,no,yes,alexandria,miami
Ad id 194044637,apartment,350,95,2,1,5,yes,yes,alexandria,mandara
Ad id 193910430,apartment,17000,265,3,3,4,,yes,alexandria,smoha
Ad id 194044543,apartment,250,132,2,1,9,yes,yes,alexandria,miami
Ad id 194043681,apartment,16000,235,3,1,10,yes,yes,alexandria,laurent
Ad id 134429268,apartment,6000,130,2,1,3,yes,yes,alexandria,sidi beshr
Ad id 194043185,apartment,3500,150,3,3,2,,yes,alexandria,seyouf
Ad id 194042425,apartment,4800,200,3,2,10,,yes,alexandria,seyouf
Ad id 194042145,apartment,300,120,3,2,10,yes,yes,alexandria,mandara
Ad id 194042114,apartment,2100,110,3,1,1,,yes,alexandria,sidi beshr
Ad id 194042048,apartment,15000,330,4,3,10+,,yes,alexandria,laurent
Ad id 194042036,apartment,200,90,2,1,2,yes,yes,alexandria,mandara
Ad id 194041983,apartment,3750,95,2,1,4,no,yes,alexandria,smoha
Ad id 194041951,apartment,200,90,2,1,1,yes,yes,alexandria,mandara
Ad id 193797244,apartment,750,140,3,1,10+,yes,yes,alexandria,sidi gaber
Ad id 194041702,apartment,300,90,2,1,1,yes,yes,alexandria,mandara
Ad id 194041053,apartment,450,150,3,2,10+,yes,yes,alexandria,mandara
Ad id 194031106,apartment,200,70,2,1,7,yes,yes,alexandria,mandara
Ad id 194040383,apartment,9000,120,3,1,8,yes,yes,alexandria,al ibrahimiyyah
Ad id 194040435,apartment,12000,220,3,2,5,no,yes,alexandria,sporting
Ad id 194040234,apartment,200,90,2,1,9,yes,yes,alexandria,mandara
Ad id 182657561,apartment,17000,260,4,3,5,no,yes,alexandria,smoha
Ad id 181722413,apartment,12000,210,3,3,8,,yes,alexandria,smoha
Ad id 194039642,apartment,15000,200,3,2,8,,yes,alexandria,saba pasha
Ad id 190166796,apartment,9500,240,3,2,8,yes,yes,alexandria,smoha
Ad id 194038154,apartment,11000,80,2,2,9,yes,yes,alexandria,sporting
Ad id 194038046,apartment,6250,100,2,1,6,,yes,alexandria,nakheel
Ad id 194037245,apartment,300000,120,3,1,7,no,yes,alexandria,nakheel
Ad id 194036446,apartment,11000,200,3,2,2,yes,yes,alexandria,kafr abdo
Ad id 194036354,apartment,300,110,2,1,2,yes,yes,alexandria,mandara
Ad id 194035935,apartment,700,145,3,1,10+,yes,yes,alexandria,mandara
Ad id 194034248,apartment,59000,110,3,2,3,no,yes,alexandria,fleming
Ad id 194033518,apartment,5000,150,3,2,4,no,yes,alexandria,sidi gaber
Ad id 194031743,apartment,250,95,2,1,4,yes,yes,alexandria,mandara
Ad id 194030856,apartment,15000,200,3,3,3,no,yes,alexandria,roushdy
Ad id 194030763,apartment,1600,90,2,1,3,,yes,alexandria,nakheel
Ad id 194029755,apartment,17500,200,3,2,7,no,yes,alexandria,raml station
Ad id 194029553,apartment,11500,200,3,2,10+,no,yes,alexandria,smoha
Ad id 194029485,apartment,550,90,2,1,10+,,yes,alexandria,miami
Ad id 194029456,apartment,7500,160,3,2,9,no,yes,alexandria,smoha
Ad id 194029435,apartment,1500,80,2,1,10+,,yes,alexandria,miami
Ad id 191433622,apartment,2400000,240,3,2,highest,no,no,alexandria,saba pasha
Ad id 191772788,apartment,2500000,170,2,2,9,no,no,alexandria,san stefano
Ad id 194219578,apartment,550000,135,3,2,7,no,no,alexandria,mandara
Ad id 191837028,apartment,3300000,175,3,2,5,no,no,alexandria,smoha
Ad id 194219512,apartment,295000,130,3,1,6,no,no,alexandria,nakheel
Ad id 194219433,apartment,495000,120,3,2,3,no,no,alexandria,nakheel
Ad id 194219375,apartment,270000,120,2,1,1,no,no,alexandria,nakheel
Ad id 194218962,apartment,800000,110,3,1,6,no,no,alexandria,sidi beshr
Ad id 194218451,apartment,820000,120,3,1,6,no,no,alexandria,sporting
Ad id 194218037,apartment,1550000,130,3,2,5,no,no,alexandria,smoha
Ad id 194218000,apartment,540000,120,3,1,3,no,no,alexandria,nakheel
Ad id 194217902,apartment,325000,100,3,1,2,no,no,alexandria,nakheel
Ad id 194217737,apartment,540000,120,3,1,3,no,no,alexandria,nakheel
Ad id 194182048,apartment,2500000,168,3,2,6,,no,alexandria,smoha
Ad id 194216823,apartment,210000,85,3,1,7,no,no,alexandria,maamoura
Ad id 194216062,apartment,550000,120,2,1,3,yes,no,alexandria,agami
Ad id 194161581,apartment,180000,80,2,1,4,no,no,alexandria,agami
Ad id 194181026,apartment,1750000,150,3,2,10,no,no,alexandria,gianaclis
Ad id 194205265,apartment,1650000,140,3,2,3,no,no,alexandria,borg al-arab
Ad id 194215106,apartment,2650000,170,2,2,2,no,no,alexandria,smoha
Ad id 194214942,apartment,500000,125,3,1,4,no,no,alexandria,nakheel
Ad id 194214871,duplex,580000,250,2,2,5,yes,no,alexandria,nakheel
Ad id 194214774,apartment,250000,140,2,1,ground,no,no,alexandria,nakheel
Ad id 194214267,apartment,1650000,150,3,1,10+,no,no,alexandria,bolkly
Ad id 194213426,apartment,4000000,235,3,3,10+,no,no,alexandria,stanley
Ad id 194213297,apartment,2750000,150,3,2,10+,no,no,alexandria,sporting
Ad id 194213187,apartment,1750000,130,3,1,4,no,no,alexandria,sidi gaber
Ad id 194213022,apartment,195000,115,3,1,9,,no,alexandria,nakheel
Ad id 194212923,apartment,4000000,235,3,2,10+,,no,alexandria,stanley
Ad id 194212879,apartment,440000,130,3,1,1,no,no,alexandria,nakheel
Ad id 194212860,apartment,2700000,167,3,2,10+,no,no,alexandria,smoha
Ad id 194212764,apartment,1800000,200,3,3,4,no,no,alexandria,al ibrahimiyyah
Ad id 193166213,apartment,4200000,243,3,3,6,no,no,alexandria,smoha
Ad id 193166656,apartment,3500000,230,3,3,4,no,no,alexandria,smoha
Ad id 194212484,apartment,325000,110,2,1,2,no,no,alexandria,nakheel
Ad id 194212110,apartment,1400000,125,3,1,8,no,no,alexandria,gianaclis
Ad id 185971757,apartment,1600000,116,3,2,3,no,no,alexandria,al hadrah
Ad id 194211419,apartment,270000,75,2,1,1,,no,alexandria,nakheel
Ad id 194211290,apartment,160000,70,2,1,1,,no,alexandria,nakheel
Ad id 194211208,apartment,1330000,105,2,2,8,no,no,alexandria,smoha
Ad id 194210892,apartment,440000,85,2,1,10,no,no,alexandria,sidi beshr
Ad id 194050906,apartment,260000,85,2,1,2,no,no,alexandria,agami
Ad id 194209568,apartment,1080000,110,4,1,1,no,no,alexandria,cleopatra
Ad id 194209466,apartment,450000,160,2,1,ground,,no,alexandria,nakheel
Ad id 194209239,apartment,2900000,180,3,2,7,no,no,alexandria,glim
Ad id 194029408,apartment,250,80,2,1,10+,,yes,alexandria,miami
Ad id 194029312,apartment,540,93,2,1,8,no,yes,alexandria,sidi beshr
Ad id 194029262,apartment,4500,160,2,1,3,no,yes,alexandria,kafr abdo
Ad id 194029242,apartment,7000,120,2,1,10+,yes,yes,alexandria,al ibrahimiyyah
Ad id 194029218,apartment,300,100,3,1,10+,,yes,alexandria,mandara
Ad id 194028918,apartment,7500,150,3,2,10+,yes,yes,alexandria,miami
Ad id 194028457,apartment,200,90,2,1,7,yes,yes,alexandria,mandara
Ad id 176759608,apartment,13000,255,4,3,5,no,yes,alexandria,smoha
Ad id 194028105,apartment,6000,170,3,2,1,no,yes,alexandria,sporting
Ad id 193829590,apartment,2700,100,3,1,4,yes,yes,alexandria,agami
Ad id 194027063,apartment,10000,210,3,4,9,no,yes,alexandria,sporting
Ad id 194026408,apartment,25000,500,4,4,10,yes,yes,alexandria,smoha
Ad id 194026366,apartment,5500,100,2,1,5,yes,yes,alexandria,camp caesar
Ad id 194026299,apartment,200,90,2,1,4,yes,yes,alexandria,mandara
Ad id 194026289,apartment,4700,100,2,1,3,yes,yes,alexandria,smoha
Ad id 194026079,apartment,6200,95,2,1,3,yes,yes,alexandria,bolkly
Ad id 194026019,apartment,350,90,2,1,4,yes,yes,alexandria,mandara
Ad id 194025824,apartment,200,120,3,1,2,,yes,alexandria,bahray - anfoshy
Ad id 194025635,apartment,7000,100,2,1,3,yes,yes,alexandria,maamoura
Ad id 194024775,apartment,20000,550,5,4,10,no,yes,alexandria,smoha
Ad id 192820212,apartment,7000,180,3,2,8,no,yes,alexandria,smoha
Ad id 194024376,apartment,12000,130,2,1,10+,yes,yes,alexandria,smoha
Ad id 194024207,apartment,10000,130,2,1,10+,yes,yes,alexandria,sidi beshr
Ad id 194024166,apartment,5200,145,3,2,4,no,yes,alexandria,sidi gaber
Ad id 194024106,apartment,7000,150,3,1,10+,yes,yes,alexandria,sidi beshr
Ad id 193956545,duplex,5000,600,4,4,4,yes,yes,alexandria,san stefano
Ad id 194022509,apartment,8000,195,3,2,8,no,yes,alexandria,laurent
Ad id 194022151,apartment,8000,165,3,2,4,yes,yes,alexandria,saba pasha
Ad id 194022091,apartment,14000,230,3,3,10,yes,yes,alexandria,zezenia
Ad id 194021803,apartment,8500,100,2,2,8,yes,yes,alexandria,zezenia
Ad id 194021705,apartment,6500,120,2,1,10+,,yes,alexandria,al ibrahimiyyah
Ad id 193916309,apartment,2000,120,3,1,7,no,yes,alexandria,schutz
Ad id 194015388,apartment,4000,100,2,1,4,no,yes,alexandria,sidi beshr
Ad id 194020335,apartment,450,90,2,1,2,yes,yes,alexandria,mandara
Ad id 194018295,apartment,6000,80,2,1,1,yes,yes,alexandria,borg al-arab
Ad id 194018878,apartment,6500,110,2,1,4,no,yes,alexandria,smoha
Ad id 194018637,apartment,10000,148,3,2,10,no,yes,alexandria,smoha
Ad id 194016153,apartment,9000,180,3,2,10,,yes,alexandria,laurent
Ad id 194015682,apartment,24000,220,3,2,3,,yes,alexandria,laurent
Ad id 194015460,studio,200,60,1,1,1,yes,yes,alexandria,mandara
Ad id 194015237,apartment,300000,100,2,1,6,,yes,alexandria,sidi beshr
Ad id 194013480,apartment,10000,170,2,1,2,yes,yes,alexandria,maamoura
Ad id 194012304,apartment,700,120,2,2,10,yes,yes,alexandria,sidi gaber
Ad id 194012191,apartment,400,80,3,1,3,yes,yes,alexandria,mandara
Ad id 194011730,apartment,4500,155,2,1,3,no,yes,alexandria,kafr abdo
Ad id 194209203,apartment,2100000,170,3,1,7,no,no,alexandria,smoha
Ad id 194208593,duplex,265000,220,2,1,5,no,no,alexandria,nakheel
Ad id 194208184,apartment,420000,120,2,1,1,no,no,alexandria,nakheel
Ad id 180770708,apartment,290000,120,3,1,4,no,no,alexandria,nakheel
Ad id 190541570,apartment,290000,100,2,1,1,no,no,alexandria,nakheel
Ad id 194207581,apartment,4500000,350,4,2,10+,no,no,alexandria,laurent
Ad id 194207479,apartment,235000,100,2,1,3,no,no,alexandria,nakheel
Ad id 194207445,apartment,1950000,145,3,2,8,,no,alexandria,sidi gaber
Ad id 194207270,apartment,535000,130,3,1,3,no,no,alexandria,nakheel
Ad id 194207152,apartment,265000,90,2,1,4,no,no,alexandria,nakheel
Ad id 194207089,apartment,1500000,160,3,2,10+,,no,alexandria,montazah
Ad id 194206445,apartment,1500000,140,3,1,7,no,no,alexandria,seyouf
Ad id 194206367,duplex,390000,250,3,2,6,no,no,alexandria,nakheel
Ad id 194206132,apartment,340000,110,2,1,2,no,no,alexandria,nakheel
Ad id 194206093,duplex,350000,200,2,2,5,no,no,alexandria,nakheel
Ad id 194205864,apartment,800000,250,3,3,9,no,no,alexandria,agami
Ad id 194205767,apartment,335000,100,2,1,3,no,no,alexandria,nakheel
Ad id 194205398,apartment,2550000,175,3,2,10+,no,no,alexandria,laurent
Ad id 194205354,apartment,800000,125,3,1,3,no,no,alexandria,asafra
Ad id 194205328,apartment,450000,90,2,1,9,no,no,alexandria,bolkly
Ad id 194204282,apartment,225000,110,2,1,4,no,no,alexandria,nakheel
Ad id 194204139,apartment,370000,150,4,2,2,no,no,alexandria,nakheel
Ad id 194204004,apartment,230000,110,2,1,2,no,no,alexandria,nakheel
Ad id 194203948,apartment,325000,95,2,1,2,,no,alexandria,nakheel
Ad id 194203724,apartment,2000000,120,3,1,8,yes,no,alexandria,sidi beshr
Ad id 194203521,apartment,1800000,180,3,2,2,no,no,alexandria,sidi beshr
Ad id 194203482,apartment,1000000,89,2,1,7,no,no,alexandria,smoha
Ad id 194202826,apartment,880000,110,2,1,3,no,no,alexandria,schutz
Ad id 194203189,apartment,1300000,135,3,1,10+,no,no,alexandria,montazah
Ad id 194203176,apartment,315000,100,3,1,2,,no,alexandria,nakheel
Ad id 192009256,apartment,750000,125,3,2,10+,no,no,alexandria,awayed
Ad id 194203025,apartment,1650000,155,4,1,3,no,no,alexandria,sporting
Ad id 194202799,apartment,360000,130,2,1,2,yes,no,alexandria,nakheel
Ad id 194202730,apartment,250000,120,2,1,1,no,no,alexandria,nakheel
Ad id 194202429,apartment,5000000,280,3,2,10+,,no,alexandria,sporting
Ad id 194202386,apartment,1450000,120,2,1,7,yes,no,alexandria,asafra
Ad id 194202232,apartment,6500000,280,4,3,8,,no,alexandria,sporting
Ad id 194202158,apartment,1100000,135,3,1,ground,,no,alexandria,sidi beshr
Ad id 194202198,apartment,900000,330,4,2,6,no,no,alexandria,agami
Ad id 194167104,apartment,1350000,135,3,2,2,no,no,alexandria,seyouf
Ad id 194201973,apartment,260000,100,2,1,4,no,no,alexandria,nakheel
Ad id 194201938,apartment,1250000,120,3,1,3,yes,no,alexandria,miami
Ad id 194201674,apartment,4950000,245,4,3,4,,no,alexandria,laurent
Ad id 193537775,apartment,920000,120,3,1,1,no,no,alexandria,sidi beshr
Ad id 194010823,apartment,15000,230,3,2,9,no,yes,alexandria,al ibrahimiyyah
Ad id 193319522,apartment,2500,90,2,1,2,yes,yes,alexandria,miami
Ad id 194008539,apartment,5500,40,1,1,10,yes,yes,alexandria,roushdy
Ad id 194007971,apartment,9000,150,2,2,7,yes,yes,alexandria,montazah
Ad id 194006758,apartment,2000,125,3,1,1,no,yes,alexandria,agami
Ad id 194006010,apartment,200,90,2,1,1,yes,yes,alexandria,mandara
Ad id 194005274,apartment,350,95,2,1,3,yes,yes,alexandria,mandara
Ad id 194005098,apartment,9000,180,3,2,10,yes,yes,alexandria,san stefano
Ad id 193338240,apartment,200000,70,2,1,3,yes,yes,alexandria,agami
Ad id 194004708,apartment,5700,105,2,1,8,yes,yes,alexandria,smoha
Ad id 194004654,apartment,7500,140,2,1,3,yes,yes,alexandria,saba pasha
Ad id 194004465,apartment,8000,150,3,2,9,no,yes,alexandria,laurent
Ad id 194004393,apartment,7000,170,3,2,3,,yes,alexandria,smoha
Ad id 194003909,apartment,200,90,2,1,7,yes,yes,alexandria,mandara
Ad id 194002562,apartment,500,155,3,2,10+,yes,yes,alexandria,mandara
Ad id 194002282,apartment,9000,200,3,2,4,no,yes,alexandria,kafr abdo
Ad id 194002003,apartment,1000,85,2,1,10+,yes,yes,alexandria,agami
Ad id 193990204,apartment,5000,120,2,1,3,no,yes,alexandria,smoha
Ad id 193556250,apartment,20000,500,4,5,10+,yes,yes,alexandria,smoha
Ad id 194000332,apartment,20000,210,3,2,4,yes,yes,alexandria,laurent
Ad id 194000120,apartment,3000,165,3,1,4,no,yes,alexandria,montazah
Ad id 193977731,apartment,10000,150,3,1,3,yes,yes,alexandria,laurent
Ad id 193999195,apartment,700,120,2,1,10+,yes,yes,alexandria,sidi gaber
Ad id 193997713,apartment,10000,165,3,2,2,yes,yes,alexandria,bolkly
Ad id 193997521,apartment,2000,90,2,1,8,no,yes,alexandria,agami
Ad id 193986572,apartment,11000,200,3,2,10+,no,yes,alexandria,smoha
Ad id 193997213,apartment,300,100,2,1,5,yes,yes,alexandria,mandara
Ad id 193997048,apartment,450,150,3,2,10+,yes,yes,alexandria,mandara
Ad id 192659973,apartment,2700,70,1,1,5,,yes,alexandria,mandara
Ad id 193996971,apartment,750,140,3,1,10+,yes,yes,alexandria,mandara
Ad id 193996002,apartment,400,90,2,1,3,yes,yes,alexandria,mandara
Ad id 193995765,apartment,200,110,3,1,4,yes,yes,alexandria,mandara
Ad id 193995724,apartment,1600,95,3,1,1,,yes,alexandria,nakheel
Ad id 193995019,apartment,2000,80,3,1,5,no,yes,alexandria,asafra
Ad id 193994985,apartment,900,180,3,2,10+,yes,yes,alexandria,miami
Ad id 193992761,apartment,7500,200,3,3,2,no,yes,alexandria,smoha
Ad id 193992259,apartment,200,90,2,1,3,yes,yes,alexandria,mandara
Ad id 193991548,apartment,20000,200,3,3,10,no,yes,alexandria,azarita
Ad id 193990915,apartment,10000,220,3,2,3,no,yes,alexandria,san stefano
Ad id 193990735,apartment,10000,180,3,2,4,no,yes,alexandria,sidi gaber
Ad id 193990555,apartment,8000,180,3,2,5,no,yes,alexandria,laurent
Ad id 193990324,apartment,350,125,2,1,3,yes,yes,alexandria,mandara
Ad id 193990105,apartment,7500,150,3,2,9,no,yes,alexandria,smoha
Ad id 193989862,apartment,400,135,2,1,3,yes,yes,alexandria,mandara
Ad id 193988017,apartment,8000,175,3,2,5,no,yes,alexandria,laurent
Ad id 194201139,apartment,225000,90,2,1,4,no,no,alexandria,nakheel
Ad id 194175280,apartment,490000,80,2,1,6,,no,alexandria,sidi beshr
Ad id 194166923,apartment,1500000,90,2,1,4,yes,no,alexandria,sidi beshr
Ad id 194136084,apartment,4600000,230,6,3,10,no,no,alexandria,kafr abdo
Ad id 194199806,apartment,4024000,202,3,3,5,no,no,alexandria,smoha
Ad id 194199692,apartment,1600000,146,5,1,3,,no,alexandria,moharam bik
Ad id 192883897,apartment,2400000,108,2,1,ground,,no,alexandria,maamoura
Ad id 190745210,apartment,4900000,245,3,3,6,yes,no,alexandria,smoha
Ad id 194199496,apartment,3280000,210,4,3,8,,no,alexandria,san stefano
Ad id 193294137,apartment,32000,236,4,3,6,,no,alexandria,al ibrahimiyyah
Ad id 192800965,duplex,5800000,265,3,3,6,no,no,alexandria,glim
Ad id 190746475,apartment,10000000,400,3,4,5,yes,no,alexandria,glim
Ad id 192800851,apartment,5100000,230,3,3,6,no,no,alexandria,glim
Ad id 194198932,duplex,2600000,230,4,3,highest,no,no,alexandria,glim
Ad id 193407171,apartment,2900000,170,3,2,4,yes,no,alexandria,sidi gaber
Ad id 194198273,apartment,5200000,280,3,2,8,no,no,alexandria,laurent
Ad id 194198094,apartment,1600000,110,3,2,1,,no,alexandria,laurent
Ad id 194189987,apartment,3600000,265,4,3,10,no,no,alexandria,laurent
Ad id 193911879,apartment,2991500,193,3,3,1,no,no,alexandria,glim
Ad id 194197577,apartment,4024000,202,3,3,6,no,no,alexandria,al ibrahimiyyah
Ad id 194197395,apartment,1500000,150,3,2,9,,no,alexandria,laurent
Ad id 194197339,apartment,275000,100,2,1,5,no,no,alexandria,nakheel
Ad id 194197109,apartment,1500000,150,3,1,10+,no,no,alexandria,sidi beshr
Ad id 194197141,apartment,320000,125,3,2,ground,,no,alexandria,nakheel
Ad id 194196933,apartment,4100000,273,3,3,6,no,no,alexandria,kafr abdo
Ad id 192487186,apartment,520000,125,3,1,4,no,no,alexandria,nakheel
Ad id 194196780,apartment,4024000,202,3,3,3,no,no,alexandria,smoha
Ad id 194196541,apartment,4024000,202,3,3,4,no,no,alexandria,smoha
Ad id 194196518,duplex,420000,240,3,2,5,no,no,alexandria,nakheel
Ad id 194196480,apartment,540000,130,3,1,3,no,no,alexandria,nakheel
Ad id 194162075,apartment,1750000,160,4,2,4,no,no,alexandria,smoha
Ad id 194162018,apartment,1650000,100,2,1,2,,no,alexandria,bolkly
Ad id 194195923,apartment,8000000,400,5,4,9,no,no,alexandria,sporting
Ad id 194195799,apartment,320000,125,2,1,1,,no,alexandria,nakheel
Ad id 194195692,apartment,1400000,100,2,1,2,,no,alexandria,glim
Ad id 194195548,apartment,295000,100,2,1,4,no,no,alexandria,nakheel
Ad id 194195511,apartment,2300000,155,3,2,10,no,no,alexandria,sporting
Ad id 192458506,apartment,3200000,260,3,2,9,no,no,alexandria,laurent
Ad id 194194635,apartment,1700000,135,2,1,8,no,no,alexandria,roushdy
Ad id 188328464,apartment,2200000,145,3,2,3,,no,alexandria,abu qir
Ad id 194193956,duplex,310000,220,2,1,5,no,no,alexandria,nakheel
Ad id 194193827,duplex,5932000,309,6,5,2,no,no,alexandria,kafr abdo
Ad id 194193438,apartment,2850000,165,3,2,10+,,no,alexandria,al ibrahimiyyah
Ad id 194192438,apartment,1750000,143,3,2,2,no,no,alexandria,laurent
Ad id 194192395,apartment,2650000,160,3,2,5,no,no,alexandria,san stefano
Ad id 188364571,apartment,17000,250,3,3,10+,yes,yes,alexandria,mandara
Ad id 193989000,apartment,15000,140,3,2,3,yes,yes,alexandria,smoha
Ad id 193987119,apartment,7000,165,3,3,4,no,yes,alexandria,gianaclis
Ad id 193840084,apartment,7000,145,3,1,1,yes,yes,alexandria,sidi beshr
Ad id 193988444,apartment,8500,200,3,3,10,no,yes,alexandria,smoha
Ad id 193988108,apartment,6000,180,2,2,7,yes,yes,alexandria,sidi beshr
Ad id 193856696,apartment,11000,140,2,2,4,no,yes,alexandria,zezenia
Ad id 193987179,apartment,200,80,2,1,2,yes,yes,alexandria,mandara
Ad id 193329318,apartment,9500,200,3,3,5,no,yes,alexandria,stanley
Ad id 193985809,apartment,6000,135,3,2,10+,yes,yes,alexandria,sidi beshr
Ad id 193985632,apartment,8000,100,2,1,ground,yes,yes,alexandria,maamoura
Ad id 193985115,apartment,2000,100,2,1,2,yes,yes,alexandria,asafra
Ad id 192737582,apartment,15000,265,3,4,1,no,yes,alexandria,smoha
Ad id 193985051,apartment,12000,98,2,1,6,yes,yes,alexandria,smoha
Ad id 193910820,apartment,2000,120,2,1,6,no,yes,alexandria,agami
Ad id 193984229,apartment,8000,140,2,2,3,,yes,alexandria,stanley
Ad id 193823173,apartment,15000,250,4,1,5,no,yes,alexandria,raml station
Ad id 193983236,apartment,3500,130,2,1,1,no,yes,alexandria,sidi beshr
Ad id 169825955,apartment,350,110,3,2,10+,yes,yes,alexandria,asafra
Ad id 193982582,apartment,16000,220,3,3,1,,yes,alexandria,kafr abdo
Ad id 193869428,apartment,3750,150,3,1,9,yes,yes,alexandria,mandara
Ad id 193981289,apartment,6000,130,2,1,6,no,yes,alexandria,bolkly
Ad id 193981262,apartment,15000,145,3,1,2,yes,yes,alexandria,camp caesar
Ad id 193543586,apartment,5000,125,2,1,6,,yes,alexandria,smoha
Ad id 193981193,apartment,15000,200,3,2,2,yes,yes,alexandria,kafr abdo
Ad id 193763060,apartment,13000,140,3,1,2,yes,yes,alexandria,camp caesar
Ad id 193664116,apartment,14000,230,3,3,10,yes,yes,alexandria,glim
Ad id 193542642,apartment,6000,150,3,1,7,,yes,alexandria,sidi gaber
Ad id 193980906,apartment,7000,145,3,2,6,no,yes,alexandria,smoha
Ad id 193980597,apartment,300,100,3,1,7,yes,yes,alexandria,mandara
Ad id 193980434,apartment,1300,80,2,1,2,no,yes,alexandria,nakheel
Ad id 193980274,apartment,1600,80,2,1,1,yes,yes,alexandria,nakheel
Ad id 193978311,apartment,1500,80,2,1,1,,yes,alexandria,nakheel
Ad id 193978269,apartment,1900,85,2,1,9,yes,yes,alexandria,nakheel
Ad id 193977520,apartment,6000,195,3,3,10+,,yes,alexandria,fleming
Ad id 193977411,apartment,14000,290,3,2,6,,yes,alexandria,stanley
Ad id 150795991,apartment,3500,110,3,1,6,yes,yes,v,(
Ad id 193975951,apartment,9500,220,3,3,7,no,yes,alexandria,roushdy
Ad id 193974251,apartment,600,110,2,1,10+,yes,yes,alexandria,miami
Ad id 193974113,apartment,900,130,3,2,10+,yes,yes,alexandria,miami
Ad id 184559302,apartment,9000,180,3,2,10,yes,yes,alexandria,laurent
Ad id 193971126,apartment,350,135,2,1,5,yes,yes,alexandria,mandara
Ad id 193971115,apartment,11000,200,4,3,9,yes,yes,alexandria,roushdy
Ad id 193969218,apartment,6000,160,3,2,1,no,yes,alexandria,cleopatra
Ad id 193968502,apartment,6000,70,1,1,1,yes,yes,alexandria,san stefano
Ad id 194192363,apartment,2700000,230,3,2,2,no,no,alexandria,laurent
Ad id 194192078,apartment,260000,120,2,1,2,no,no,alexandria,nakheel
Ad id 194191676,apartment,500000,160,3,1,1,no,no,alexandria,agami
Ad id 194191447,apartment,475000,90,2,1,1,no,no,alexandria,agami
Ad id 194191418,duplex,420000,250,3,2,5,no,no,alexandria,nakheel
Ad id 194191377,apartment,185000,70,1,1,ground,no,no,alexandria,nakheel
Ad id 194191351,apartment,550000,115,3,1,1,no,no,alexandria,agami
Ad id 194191330,apartment,1450000,145,3,1,4,no,no,alexandria,sidi beshr
Ad id 194191264,apartment,450000,125,3,2,4,no,no,alexandria,agami
Ad id 194190974,apartment,1550000,155,3,2,5,no,no,alexandria,sidi beshr
Ad id 194190931,apartment,280000,120,2,1,5,no,no,alexandria,nakheel
Ad id 194190802,apartment,3650000,218,3,3,9,,no,alexandria,smoha
Ad id 194190673,apartment,8000000,325,4,4,9,,no,alexandria,glim
Ad id 194189670,apartment,320000,120,2,1,5,no,no,alexandria,nakheel
Ad id 194189573,apartment,185000,75,1,1,ground,no,no,alexandria,nakheel
Ad id 194189497,apartment,280000,100,2,1,4,no,no,alexandria,nakheel
Ad id 194189452,apartment,265000,90,2,1,2,no,no,alexandria,nakheel
Ad id 194189412,apartment,280000,120,2,1,4,no,no,alexandria,nakheel
Ad id 194189284,apartment,185000,60,1,1,1,no,no,alexandria,nakheel
Ad id 194189247,apartment,380000,130,2,2,2,no,no,alexandria,nakheel
Ad id 194189212,apartment,275000,110,2,1,5,yes,no,alexandria,nakheel
Ad id 194189148,apartment,285000,130,2,2,4,no,no,alexandria,nakheel
Ad id 194189092,apartment,540000,130,3,2,3,no,no,alexandria,nakheel
Ad id 194188941,apartment,2250000,190,3,1,3,,no,alexandria,saba pasha
Ad id 194186535,apartment,2750000,135,2,1,5,yes,no,alexandria,glim
Ad id 194187869,apartment,6000000,320,5,4,4,no,no,alexandria,miami
Ad id 194187820,apartment,1350000,135,3,1,6,no,no,alexandria,sidi beshr
Ad id 194187800,apartment,310000,120,2,1,3,yes,no,alexandria,nakheel
Ad id 194187746,apartment,2850000,160,2,2,3,yes,no,alexandria,miami
Ad id 194187635,apartment,2750000,155,3,2,8,yes,no,alexandria,glim
Ad id 194180508,apartment,1800000,150,3,1,4,no,no,alexandria,moharam bik
Ad id 194187564,apartment,430000,250,3,2,5,no,no,alexandria,agami
Ad id 194187474,apartment,2080000,109,2,2,3,no,no,alexandria,smoha
Ad id 194187304,apartment,275000,110,2,1,2,no,no,alexandria,nakheel
Ad id 194187191,apartment,2800000,160,4,2,7,no,no,alexandria,saba pasha
Ad id 194187124,apartment,1500000,150,3,2,4,no,no,alexandria,sidi beshr
Ad id 194187075,apartment,1650000,112,2,1,6,no,no,alexandria,smoha
Ad id 194187052,apartment,1800000,160,3,2,6,no,no,alexandria,saba pasha
Ad id 193452861,apartment,22000000,2,3,2,9,no,no,alexandria,smoha
Ad id 194186974,apartment,2400000,140,3,2,10,no,no,alexandria,asafra
Ad id 194186767,apartment,430000,150,3,2,1,no,no,alexandria,nakheel
Ad id 194186328,apartment,2800000,160,4,2,6,,no,alexandria,saba pasha
Ad id 194186253,apartment,385000,120,3,1,5,no,no,alexandria,nakheel
Ad id 194186227,apartment,3000000,420,6,3,7,no,no,alexandria,sidi gaber
Ad id 194186150,studio,185000,60,1,1,ground,no,no,alexandria,nakheel
Ad id 193967986,apartment,12000,150,3,2,5,no,yes,alexandria,sporting
Ad id 183795526,apartment,550,125,2,1,9,yes,yes,alexandria,agami
Ad id 193966735,apartment,3500,120,2,1,2,no,yes,alexandria,montazah
Ad id 193926074,apartment,7500,140,3,1,10+,yes,yes,alexandria,mandara
Ad id 193966748,apartment,200,65,1,1,1,yes,yes,alexandria,mandara
